customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02002,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,One year,Yes,Bank transfer,53.43,3246.16,No
CUST-02003,Female,0,Yes,No,24,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,89.08,2145.44,No
CUST-02004,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,43.12,474.26,Yes
CUST-02005,Male,0,No,No,21,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,33.63,664.27,No
CUST-02006,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No internet service,One year,Yes,Credit card,109.65,861.7,Yes
CUST-02007,Male,0,No,No,28,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,106.16,2945.23,No
CUST-02008,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,103.17,4428.04,Yes
CUST-02009,Male,1,Yes,No,26,No,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Mailed check,101.8,2630.6,Yes
CUST-02010,Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,One year,No,Bank transfer,92.41,5009.68,No
CUST-02011,Male,0,No,No,4,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,107.23,419.06,Yes
CUST-02012,Female,0,Yes,No,51,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,39.44,1985.59,No
CUST-02013,Female,0,Yes,No,12,No,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Electronic check,106.78,1293.33,Yes
CUST-02014,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Credit card,111.61,4598.7,Yes
CUST-02015,Female,0,No,No,14,No,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card,91.03,1235.25,Yes
CUST-02016,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Bank transfer,79.13,1320.33,No
CUST-02017,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,42.08,2032.8,No
CUST-02018,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Mailed check,106.35,76.46,Yes
CUST-02019,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Two year,Yes,Electronic check,76.84,962.28,Yes
CUST-02020,Male,1,Yes,No,67,Yes,No,Fiber optic,No,No internet service,Yes,One year,Yes,Mailed check,80.29,5342.03,No
CUST-02021,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,79.87,3711.13,Yes
CUST-02022,Female,1,No,No,49,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.41,5203.48,No
CUST-02023,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,31.97,365.75,No
CUST-02024,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,One year,Yes,Mailed check,24.29,285.57,No
CUST-02025,Female,0,Yes,Yes,8,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.85,336.67,No
CUST-02026,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,Electronic check,68.16,3958.45,No
CUST-02027,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,65.88,2892.01,Yes
CUST-02028,Female,0,Yes,No,69,Yes,Yes,DSL,No internet service,Yes,No,One year,No,Credit card,70.23,4823.37,No
CUST-02029,Female,0,No,No,42,Yes,Yes,DSL,No,No internet service,No,One year,Yes,Electronic check,29.66,1288.81,No
CUST-02030,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,One year,No,Mailed check,98.88,2216.96,No
CUST-02031,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,48.82,2105.19,Yes
CUST-02032,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,111.15,2417.65,Yes
CUST-02033,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No internet service,No internet service,Two year,No,Bank transfer,103.68,3428.85,No
CUST-02034,Male,0,No,No,15,No,Yes,DSL,No,No,No,Two year,Yes,Mailed check,24.47,415.09,No
CUST-02035,Female,0,Yes,No,62,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,23.46,1477.26,Yes
CUST-02036,Female,0,No,Yes,50,Yes,No,DSL,No,No,Yes,One year,Yes,Bank transfer,82.16,4139.83,No
CUST-02037,Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,25.88,783.7,Yes
CUST-02038,Female,0,Yes,No,37,Yes,No phone service,DSL,No,No,No,One year,Yes,Bank transfer,76.33,2796.1,No
CUST-02039,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,26.07,1406.45,No
CUST-02040,Male,0,Yes,No,68,Yes,No,DSL,No internet service,Yes,No,One year,Yes,Credit card,66.89,4546.85,No
CUST-02041,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card,60.75,1007.85,Yes
CUST-02042,Male,0,No,No,38,Yes,No phone service,Fiber optic,No internet service,Yes,No,Month-to-month,No,Mailed check,78.28,2946.28,Yes
CUST-02043,Male,0,Yes,No,40,No,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,54.33,2180.23,No
CUST-02044,Female,0,Yes,No,47,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,32.28,1548.04,Yes
CUST-02045,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer,103.9,2805.34,No
CUST-02046,Female,0,No,No,49,Yes,No,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card,48.53,2369.66,Yes
CUST-02047,Male,0,Yes,No,0,No,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,24.88,0.0,No
CUST-02048,Male,0,No,No,49,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Credit card,69.06,3393.98,Yes
CUST-02049,Male,0,No,Yes,18,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,107.52,1967.13,Yes
CUST-02050,Female,1,No,Yes,58,Yes,No phone service,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,46.63,2754.15,No
CUST-02051,Male,0,No,No,67,Yes,No,DSL,No,No internet service,Yes,Two year,Yes,Credit card,63.98,4323.6,No
CUST-02052,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,No,Mailed check,59.06,3893.24,Yes
CUST-02053,Female,1,Yes,No,40,No,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,22.94,875.52,No
CUST-02054,Male,0,No,No,9,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,106.57,921.18,Yes
CUST-02055,Male,0,Yes,No,27,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,95.41,2529.0,No
CUST-02056,Female,0,Yes,No,33,Yes,No,DSL,No internet service,No,No,Two year,Yes,Bank transfer,27.77,902.68,No
CUST-02057,Male,0,Yes,No,38,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.48,1194.4,Yes
CUST-02058,Female,1,No,Yes,55,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,19.08,1081.46,Yes
CUST-02059,Male,1,Yes,No,51,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer,118.54,6004.11,Yes
CUST-02060,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No,Two year,No,Bank transfer,60.45,93.71,Yes
CUST-02061,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,112.9,2484.87,Yes
CUST-02062,Male,1,Yes,No,16,Yes,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,60.85,1008.58,Yes
CUST-02063,Female,0,Yes,No,70,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,28.59,1960.06,Yes
CUST-02064,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,53.02,1299.84,Yes
CUST-02065,Female,1,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Mailed check,60.66,1035.61,Yes
CUST-02066,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No internet service,No,Two year,Yes,Credit card,36.01,1602.89,No
CUST-02067,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No internet service,No,Two year,Yes,Electronic check,23.46,1667.98,No
CUST-02068,Female,0,Yes,No,30,No,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,50.28,1503.61,No
CUST-02069,Male,1,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Two year,No,Credit card,73.01,625.22,Yes
CUST-02070,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,44.04,1541.45,No
CUST-02071,Male,0,No,No,59,Yes,Yes,DSL,No internet service,Yes,No internet service,One year,No,Mailed check,115.79,6807.55,No
CUST-02072,Female,0,Yes,Yes,62,Yes,No,DSL,No,No,Yes,Two year,No,Electronic check,67.11,4143.47,No
CUST-02073,Female,0,No,No,51,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Mailed check,31.29,1578.2,Yes
CUST-02074,Male,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,60.18,2822.09,Yes
CUST-02075,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.19,5367.72,Yes
CUST-02076,Female,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,67.69,1587.61,No
CUST-02077,Male,0,No,No,57,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,51.79,2915.12,No
CUST-02078,Male,1,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer,28.84,1856.29,No
CUST-02079,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,64.87,1888.89,No
CUST-02080,Male,1,No,No,28,No,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,27.93,780.19,No
CUST-02081,Female,0,No,No,9,No,Yes,DSL,No,No internet service,Yes,Two year,No,Bank transfer,55.83,,No
CUST-02082,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,One year,No,Bank transfer,29.85,1177.61,No
CUST-02083,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,86.97,4676.05,Yes
CUST-02084,Male,0,No,Yes,27,No,Yes,DSL,No,Yes,No,Two year,No,Electronic check,96.81,2590.89,No
CUST-02085,Male,1,No,Yes,17,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,42.84,,No
CUST-02086,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,25.62,1023.48,Yes
CUST-02087,Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,53.4,3375.17,No
CUST-02088,Female,0,Yes,No,45,Yes,No phone service,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,75.17,3400.65,Yes
CUST-02089,Male,0,No,No,59,No,Yes,DSL,No,No,No internet service,Two year,No,Bank transfer,96.33,5685.56,No
CUST-02090,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,59.1,476.79,Yes
CUST-02091,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Mailed check,55.33,2409.48,No
CUST-02092,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,110.65,6562.41,Yes
CUST-02093,Female,0,Yes,No,27,No,No,DSL,Yes,No internet service,No internet service,Two year,No,Mailed check,63.87,1714.3,No
CUST-02094,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,One year,No,Mailed check,63.62,142.47,Yes
CUST-02095,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,No,Yes,Two year,Yes,Electronic check,59.82,2965.01,No
CUST-02096,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card,55.05,416.98,No
CUST-02097,Female,0,Yes,No,69,No,Yes,DSL,Yes,No,No,Two year,Yes,Credit card,92.31,6349.36,No
CUST-02098,Female,0,No,No,58,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,46.74,2753.09,No
CUST-02099,Male,0,No,No,60,Yes,No,No,No,No,No,One year,No,Mailed check,56.64,3393.88,No
CUST-02100,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,46.79,2631.55,Yes
CUST-02101,Male,0,Yes,Yes,69,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,76.17,5266.85,No
CUST-02102,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,115.96,1281.22,No
CUST-02103,Female,0,Yes,No,8,Yes,No,No,Yes,No internet service,No,One year,No,Credit card,57.81,454.62,Yes
CUST-02104,Female,0,No,No,48,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,116.76,5636.45,No
CUST-02105,Female,1,Yes,No,16,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,84.98,1351.81,Yes
CUST-02106,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,99.14,5218.04,Yes
CUST-02107,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,51.97,2187.57,No
CUST-02108,Male,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,40.89,1306.81,Yes
CUST-02109,Female,0,No,Yes,34,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,76.83,2608.89,Yes
CUST-02110,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,119.06,5721.18,Yes
CUST-02111,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Mailed check,90.44,4754.79,Yes
CUST-02112,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Credit card,87.53,1311.89,Yes
CUST-02113,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card,63.91,706.35,Yes
CUST-02114,Male,0,Yes,No,7,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,107.71,750.5,Yes
CUST-02115,Female,0,No,Yes,20,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,89.09,1827.21,No
CUST-02116,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,86.84,4088.62,Yes
CUST-02117,Female,1,Yes,No,7,Yes,No phone service,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,47.84,382.32,No
CUST-02118,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,115.69,3088.96,Yes
CUST-02119,Female,1,Yes,No,9,Yes,No,Fiber optic,No internet service,No,Yes,One year,No,Credit card,43.54,433.28,Yes
CUST-02120,Female,1,Yes,No,51,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,71.42,3647.71,No
CUST-02121,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,52.63,716.43,Yes
CUST-02122,Male,0,Yes,No,3,Yes,No,DSL,No,No internet service,No internet service,One year,Yes,Credit card,36.44,133.89,No
CUST-02123,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes,Credit card,32.7,2000.33,No
CUST-02124,Female,1,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Credit card,47.87,151.18,No
CUST-02125,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,88.28,3498.39,Yes
CUST-02126,Male,0,No,Yes,72,No,Yes,DSL,No,Yes,Yes,Two year,Yes,Credit card,117.43,8472.95,No
CUST-02127,Male,0,No,No,54,Yes,Yes,DSL,No,No internet service,No internet service,One year,Yes,Electronic check,105.03,5651.03,No
CUST-02128,Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,40.24,1072.06,Yes
CUST-02129,Female,0,Yes,No,46,No,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Credit card,26.0,1236.66,Yes
CUST-02130,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,88.04,672.27,Yes
CUST-02131,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,21.06,59.72,Yes
CUST-02132,Female,0,No,Yes,66,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,105.63,6971.62,Yes
CUST-02133,Male,1,No,Yes,47,Yes,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,102.21,4771.72,No
CUST-02134,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Mailed check,98.96,6760.44,No
CUST-02135,Male,1,Yes,No,27,Yes,No,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.35,2022.7,Yes
CUST-02136,Female,0,Yes,No,13,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Credit card,117.3,1509.58,Yes
CUST-02137,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No internet service,No,One year,Yes,Bank transfer,64.75,2893.82,Yes
CUST-02138,Female,0,Yes,Yes,12,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,118.63,1415.65,Yes
CUST-02139,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,107.95,1582.87,Yes
CUST-02140,Female,1,No,No,39,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,30.91,1236.41,Yes
CUST-02141,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,No,Two year,Yes,Credit card,109.28,7736.75,No
CUST-02142,Female,1,No,No,29,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Mailed check,49.1,1456.59,No
CUST-02143,Male,0,No,Yes,64,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,96.36,6190.17,No
CUST-02144,Male,0,No,No,57,Yes,No phone service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,18.02,1071.32,No
CUST-02145,Female,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,No,One year,No,Electronic check,46.14,2128.49,No
CUST-02146,Male,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Bank transfer,95.36,4562.2,No
CUST-02147,Male,0,No,Yes,1,No,No,DSL,No,No,No,Two year,No,Electronic check,117.18,129.57,No
CUST-02148,Female,1,Yes,Yes,13,Yes,No,DSL,No internet service,No internet service,No,Month-to-month,No,Bank transfer,35.44,496.58,No
CUST-02149,Male,0,No,Yes,16,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,64.86,1003.32,Yes
CUST-02150,Male,0,Yes,No,30,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,77.89,2372.84,Yes
CUST-02151,Male,0,No,No,9,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,115.16,993.14,Yes
CUST-02152,Male,0,Yes,Yes,69,Yes,No,DSL,No,No internet service,No,Month-to-month,No,Credit card,64.23,4429.31,No
CUST-02153,Male,1,Yes,No,36,Yes,No,DSL,No,No internet service,No internet service,Two year,Yes,Mailed check,113.22,4034.36,No
CUST-02154,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,Credit card,117.78,7385.13,No
CUST-02155,Female,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Bank transfer,114.05,3334.94,No
CUST-02156,Female,0,Yes,Yes,33,Yes,No,No,No,No internet service,Yes,Two year,No,Credit card,94.37,3066.07,No
CUST-02157,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Two year,Yes,Bank transfer,30.88,530.5,No
CUST-02158,Female,0,No,No,62,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer,79.45,4885.73,No
CUST-02159,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Two year,No,Electronic check,94.86,4584.41,No
CUST-02160,Male,0,No,No,55,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,115.4,6377.82,No
CUST-02161,Male,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,Yes,No,One year,Yes,Mailed check,97.35,5569.23,No
CUST-02162,Male,0,Yes,No,26,No,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,72.97,1922.81,Yes
CUST-02163,Female,0,Yes,Yes,54,No,No,DSL,Yes,Yes,No internet service,One year,Yes,Credit card,38.93,2111.3,No
CUST-02164,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.62,1161.71,Yes
CUST-02165,Male,0,No,No,22,No,No,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,83.11,1819.43,No
CUST-02166,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Two year,No,Mailed check,51.11,2367.19,No
CUST-02167,Male,0,Yes,No,65,Yes,No phone service,DSL,No,No,No,One year,Yes,Credit card,64.56,4184.68,Yes
CUST-02168,Female,0,Yes,No,50,Yes,No,No,No,No,Yes,One year,No,Electronic check,19.77,938.78,No
CUST-02169,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Credit card,107.66,2866.89,No
CUST-02170,Male,0,Yes,No,56,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,21.55,1221.98,No
CUST-02171,Female,1,Yes,No,57,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Bank transfer,59.75,3392.24,No
CUST-02172,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,70.12,1030.64,Yes
CUST-02173,Female,0,No,No,15,Yes,Yes,DSL,No,No,No internet service,Two year,No,Electronic check,117.19,1743.24,No
CUST-02174,Male,0,Yes,No,46,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,113.39,5176.78,No
CUST-02175,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,83.93,5186.5,Yes
CUST-02176,Female,0,Yes,Yes,11,Yes,Yes,DSL,No internet service,Yes,No,One year,Yes,Mailed check,77.57,871.95,No
CUST-02177,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card,55.39,2329.21,Yes
CUST-02178,Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,22.19,632.35,Yes
CUST-02179,Female,0,Yes,Yes,48,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,45.31,2136.0,Yes
CUST-02180,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Bank transfer,104.47,241.64,No
CUST-02181,Male,0,No,No,68,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card,84.12,5760.4,No
CUST-02182,Male,1,Yes,No,59,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,101.07,5927.66,Yes
CUST-02183,Female,0,No,No,65,Yes,Yes,DSL,No,No,No internet service,One year,No,Bank transfer,103.37,6731.66,Yes
CUST-02184,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24.35,581.73,Yes
CUST-02185,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer,52.39,3635.53,No
CUST-02186,Male,0,Yes,No,68,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,86.95,5883.06,No
CUST-02187,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,One year,No,Bank transfer,105.02,4833.05,No
CUST-02188,Female,0,Yes,No,41,No,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card,99.75,4128.34,No
CUST-02189,Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Two year,No,Mailed check,61.06,1863.66,No
CUST-02190,Female,0,Yes,No,21,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,113.07,2338.81,Yes
CUST-02191,Male,0,Yes,Yes,16,No,No,Fiber optic,No,Yes,No internet service,One year,Yes,Electronic check,48.67,779.71,Yes
CUST-02192,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,56.33,1035.36,Yes
CUST-02193,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No internet service,One year,Yes,Credit card,36.5,249.3,Yes
CUST-02194,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No internet service,Two year,No,Credit card,41.15,1981.45,No
CUST-02195,Female,1,Yes,No,37,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,18.89,730.09,No
CUST-02196,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,49.47,2608.57,No
CUST-02197,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,49.27,1283.06,No
CUST-02198,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No,No,Two year,No,Bank transfer,24.86,715.0,No
CUST-02199,Male,1,Yes,No,71,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,52.73,3734.85,Yes
CUST-02200,Male,0,No,No,10,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,48.74,486.9,Yes
CUST-02201,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,99.5,4549.18,Yes
CUST-02202,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,33.94,1446.79,Yes
CUST-02203,Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Mailed check,91.96,1596.86,Yes
CUST-02204,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Two year,No,Credit card,31.26,1504.8,No
CUST-02205,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,68.62,3331.79,No
CUST-02206,Male,0,No,No,21,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,93.11,1912.28,No
CUST-02207,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,No internet service,Two year,Yes,Electronic check,79.86,3504.68,No
